
trp_knight_foreign_pl|德 夏 无 赖 骑 士 
trp_knight_western|菲 尔 兹 威 无 赖 骑 士 
trp_knight_western_pl|菲 尔 兹 威 无 赖 骑 士 
trp_knight_northern|凛 鸦 境 无 赖 骑 士 
trp_knight_northern_pl|凛 鸦 境 无 赖 骑 士 
trp_knight_eastern|烈 狮 境 无 赖 骑 士 
trp_knight_eastern_pl|烈 狮 境 无 赖 骑 士 
trp_knight_southern|巴 克 斯 无 赖 骑 士 
trp_knight_southern_pl|巴 克 斯 无 赖 骑 士 
trp_rogue_squire|黑 心 无 赖 扈 从 
trp_rogue_squire_pl|黑 心 无 赖 扈 从 
trp_rogue_knight|黑 心 无 赖 骑 士 
trp_rogue_knight_pl|黑 心 无 赖 骑 士 
trp_noldor_ranger|诺 多 游 侠 
trp_noldor_ranger_pl|诺 多 游 侠 
trp_noldor_hunter|诺 多 猎 人 
trp_noldor_hunter_pl|诺 多 猎 人 
trp_noldor_warrior|诺 多 战 士 
trp_noldor_warrior_pl|诺 多 战 士 
trp_noldor_maiden|诺 多 少 女 游 侠 
trp_noldor_maiden_pl|诺 多 少 女 游 侠 
trp_noldor_noble|诺 多 贵 族 
trp_noldor_noble_pl|诺 多 贵 族 
trp_noldor_knight|诺 多 暮 光 骑 士 
trp_noldor_knight_pl|诺 多 暮 光 骑 士 
trp_noldor_troop_for_shop|诺 多 商 人 
trp_noldor_troop_for_shop_pl|诺 多 商 人 
trp_jatu_raider|迦 图 袭 击 者 
trp_jatu_raider_pl|迦 图 袭 击 者 
trp_jatu_lancer|迦 图 枪 骑 兵 
trp_jatu_lancer_pl|迦 图 枪 骑 兵 
trp_jatu_battlerider|迦 图 战 争 骑 手 
trp_jatu_battlerider_pl|迦 图 战 争 骑 手 
trp_jatu_warlord|迦 图 军 阀 
trp_jatu_warlord_pl|迦 图 军 阀 
trp_snake_convert|拜 蛇 教 皈 依 者 
trp_snake_convert_pl|拜 蛇 教 皈 依 者 
trp_snake_believers|拜 蛇 教 虔 信 者 
trp_snake_believers_pl|拜 蛇 教 虔 信 者 
trp_snake_zealot|拜 蛇 教 狂 热 者 
trp_snake_zealot_pl|拜 蛇 教 狂 热 者 
trp_anaconda_tyrant|巨 蟒 骑 士 
trp_anaconda_tyrant_pl|巨 蟒 骑 士 
trp_snake_priestess|蛇 教 女 祭 司 
trp_snake_priestess_pl|蛇 教 女 祭 司 
trp_asp_vanguard|角 蝰 先 锋 
trp_asp_vanguard_pl|角 蝰 先 锋 
trp_mett_infantry|梅 滕 海 姆 常 备 步 兵 
trp_mett_infantry_pl|梅 滕 海 姆 常 备 步 兵 
trp_mett_crossbow|梅 滕 海 姆 常 备 弩 手 
trp_mett_crossbow_pl|梅 滕 海 姆 常 备 弩 手 
trp_mett_heavy_crossbow|梅 滕 海 姆 重 装 弩 手 
trp_mett_heavy_crossbow_pl|梅 滕 海 姆 重 装 弩 手 
trp_mett_greatsword|梅 滕 海 姆 大 剑 士 
trp_mett_greatsword_pl|梅 滕 海 姆 大 剑 士 
trp_mett_hauptmann|梅 滕 海 姆 队 长 
trp_mett_hauptmann_pl|梅 滕 海 姆 队 长 
trp_mett_forlorn|梅 滕 海 姆 决 死 剑 士 
trp_mett_forlorn_pl|梅 滕 海 姆 决 死 剑 士 
trp_veccavi_kral|菲 卡 维 亚 克 拉 尔 卫 士 
trp_veccavi_kral_pl|菲 卡 维 亚 克 拉 尔 卫 士 
trp_veccavi_krom|菲 卡 维 亚 克 罗 姆 守 卫 
trp_veccavi_krom_pl|菲 卡 维 亚 克 罗 姆 守 卫 
trp_veccavi_archer|菲 卡 维 亚 哨 兵 
trp_veccavi_archer_pl|菲 卡 维 亚 哨 兵 
trp_veccavi_horse|菲 卡 维 亚 伙 友 骑 兵 
trp_veccavi_horse_pl|菲 卡 维 亚 伙 友 骑 兵 
trp_veccavi_knight|菲 卡 维 亚 骑 士 
trp_veccavi_knight_pl|菲 卡 维 亚 骑 士 
trp_veccavi_queen_guard|菲 卡 维 亚 血 盟 卫 士 
trp_veccavi_queen_guard_pl|菲 卡 维 亚 血 盟 卫 士 
trp_red_fletcher_renegade|红 箭 长 弓 手 
trp_red_fletcher_renegade_pl|红 箭 长 弓 手 
trp_boar_knight_renegade|不 法 野 猪 骑 士 
trp_boar_knight_renegade_pl|不 法 野 猪 骑 士 
trp_owl_knight_renegade|不 法 猫 头 鹰 骑 士 
trp_owl_knight_renegade_pl|不 法 猫 头 鹰 骑 士 
trp_barclay_footman|巴 克 利 重 装 士 兵 
trp_barclay_footman_pl|巴 克 利 重 装 士 兵 
trp_barclay_sapper|巴 克 利 弩 手 
trp_barclay_sapper_pl|巴 克 利 弩 手 
trp_barclay_sapper_adv|巴 克 利 火 枪 手 
trp_barclay_sapper_adv_pl|巴 克 利 火 枪 手 
trp_barclay_lancer|巴 克 利 帝 国 枪 骑 兵 
trp_barclay_lancer_pl|巴 克 利 帝 国 枪 骑 兵 
trp_barclay_knight|巴 克 利 帝 国 骑 士 
trp_barclay_knight_pl|巴 克 利 帝 国 骑 士 
trp_singalian_horseman|辛 加 尔 骑 手 
trp_singalian_horseman_pl|辛 加 尔 骑 手 
trp_singalian_temptress|辛 加 尔 妖 妇 
trp_singalian_temptress_pl|辛 加 尔 妖 妇 
trp_hero_burilgi|“ 篡 位 者 ” 布 里 吉 
trp_hero_burilgi_pl|“ 篡 位 者 ” 布 里 吉 
trp_hero_oswald|弗 勒 的 欧 斯 伍 德 
trp_hero_oswald_pl|弗 勒 的 欧 斯 伍 德 
trp_hero_meregan|米 尔 甘 · 基 里 克 
trp_hero_meregan_pl|米 尔 甘 · 基 里 克 
trp_hero_kodan|“ 铁 剑 ” 库 丹 
trp_hero_kodan_pl|“ 铁 剑 ” 库 丹 
trp_hero_syla|希 拉 · 尤 扎 斯 
trp_hero_syla_pl|希 拉 · 尤 扎 斯 
trp_hero_shalavan|沙 拉 凡 谢 赫 
trp_hero_shalavan_pl|沙 拉 凡 谢 赫 
trp_hero_boris|“ 乌 鸦 爵 士 ” 波 里 斯 
trp_hero_boris_pl|“ 乌 鸦 爵 士 ” 波 里 斯 
trp_hero_alaric|“ 喧 闹 者 ” 阿 拉 里 克 
trp_hero_alaric_pl|“ 喧 闹 者 ” 阿 拉 里 克 
trp_hero_wolfbode|“ 嗜 杀 者 ” 沃 夫 伯 德 
trp_hero_wolfbode_pl|“ 嗜 杀 者 ” 沃 夫 伯 德 
trp_hero_maltise|马 尔 蒂 斯 
trp_hero_maltise_pl|马 尔 蒂 斯 
trp_hero_kjuda|“ 破 坏 者 ” 朱 达 
trp_hero_kjuda_pl|“ 破 坏 者 ” 朱 达 
trp_hero_zulkar|“ 军 阀 ” 扎 卡 尔 
trp_hero_zulkar_pl|“ 军 阀 ” 扎 卡 尔 
trp_hero_aeldarian|阿 尔 达 利 安 
trp_hero_aeldarian_pl|阿 尔 达 利 安 
trp_hero_ithilrandir|伊 斯 兰 迪 尔 
trp_hero_ithilrandir_pl|伊 斯 兰 迪 尔 
trp_hero_heynrich|海 因 里 希 团 长 
trp_hero_heynrich_pl|海 因 里 希 
trp_hero_verante|维 兰 提 · 凯 芮 司 
trp_hero_verante_pl|维 兰 提 
trp_hero_rufio|卢 菲 奥 · 文 森 特 · 德 · 比 利 亚 维 西 奥 萨 
trp_hero_rufio_pl|卢 菲 奥
trp_hero_kaspax|卡 斯 帕 斯 陛 下 
trp_hero_kaspax_pl|卡 斯 帕 斯 
trp_hero_rasmus|圣 裁 官 拉 斯 穆 · 德 法 提 卡 
trp_hero_rasmus_pl|拉 斯 穆 · 德 法 提 卡 
trp_omen_seeker|预 兆 搜 寻 者 
trp_omen_seeker_pl|预 兆 搜 寻 者 
trp_iron_circle_centurian|铁 环 百 夫 长 
trp_iron_circle_centurian_pl|铁 环 百 夫 长 
trp_wolfbode_guard|沃 夫 伯 德 荣 誉 护 卫 
trp_wolfbode_guard_pl|沃 夫 伯 德 荣 誉 护 卫 
trp_kjuda_kajahar|朱 达 贴 身 卫 士 
trp_kjuda_kajahar_pl|朱 达 贴 身 卫 士 
trp_zulkar_guard|扎 卡 尔 冷 酷 骑 手 
trp_zulkar_guard_pl|扎 卡 尔 冷 酷 骑 手 
trp_seer_initiate|先 知 军 团 新 兵 
trp_seer_initiate_pl|先 知 军 团 新 兵 
trp_seer_favorite|先 知 军 团 亲 信 
trp_seer_favorite_pl|先 知 军 团 亲 信 
trp_doomguide|厄 运 引 者 
trp_doomguide_pl|厄 运 引 者 
trp_seeress|女 先 知 
trp_seeress_pl|女 先 知 
trp_dragon_knight|龙 骑 士 
trp_dragon_knight_pl|龙 骑 士 
trp_lion_knight|狮 骑 士 
trp_lion_knight_pl|狮 骑 士 
trp_empire_immortal|帝 国 不 朽 者 
trp_empire_immortal_pl|帝 国 不 朽 者 
trp_dshar_windrider|德 夏 御 风 者 
trp_dshar_windrider_pl|德 夏 御 风 者 
trp_lady_valkyrie|女 武 神 
trp_lady_valkyrie_pl|女 武 神 
trp_griffon_knight|狮 鹫 骑 士 
trp_griffon_knight_pl|狮 鹫 骑 士 
trp_falcon_knight|猎 鹰 骑 士 
trp_falcon_knight_pl|猎 鹰 骑 士 
trp_raven_spear_knight|鸦 矛 骑 士 
trp_raven_spear_knight_pl|鸦 矛 骑 士 
trp_radiant_cross_knight|光 辉 十 字 骑 士 
trp_radiant_cross_knight_pl|光 辉 十 字 骑 士 
trp_clarion_ranger|号 角 召 唤 游 骑 兵 
trp_clarion_ranger_pl|号 角 召 唤 游 骑 兵 
trp_dawn_knight|黎 明 骑 士 
trp_dawn_knight_pl|黎 明 骑 士 
trp_ebony_gauntlet|乌 木 护 手 骑 士 
trp_ebony_gauntlet_pl|乌 木 护 手 骑 士 
trp_shadow_centurion|暗 影 百 夫 长 
trp_shadow_centurion_pl|暗 影 百 夫 长 
trp_silvermist_ranger|银 雾 游 侠 
trp_silvermist_ranger_pl|银 雾 游 侠 
trp_eventide_knight|黄 昏 骑 士 
trp_eventide_knight_pl|黄 昏 骑 士 
trp_phoenix_knight|凤 凰 骑 士 
trp_phoenix_knight_pl|凤 凰 骑 士 
trp_shadowwolves_knight|幽 影 之 狼 
trp_shadowwolves_knight_pl|幽 影 群 狼 
trp_scorpion_assassin_knight|天 蝎 刺 客 
trp_scorpion_assassin_knight_pl|天 蝎 刺 客 
trp_kraken_knight|克 拉 肯 战 士 
trp_kraken_knight_pl|克 拉 肯 战 士 
trp_zombie|被 吞 噬 者 
trp_zombie_pl|被 吞 噬 者 
trp_dread_infantry|恐 惧 军 团 步 兵 
trp_dread_infantry_pl|恐 惧 军 团 步 兵 
trp_hero_eyegrim|“ 吞 噬 者 ” 艾 格 雷 姆 
trp_hero_eyegrim_pl|“ 吞 噬 者 ” 艾 格 雷 姆 
trp_fallen|堕 落 者 
trp_fallen_pl|堕 落 者 
trp_fallen_footman|堕 落 者 斗 士 
trp_fallen_footman_pl|堕 落 者 斗 士 
trp_fallen_veteran|堕 落 者 资 深 斗 士 
trp_fallen_veteran_pl|堕 落 者 资 深 斗 士 
trp_fallen_warrior|堕 落 者 战 士 
trp_fallen_warrior_pl|堕 落 者 战 士 
trp_fallen_revenant|堕 落 者 幽 灵 
trp_fallen_revenant_pl|堕 落 者 幽 灵 
trp_bloodsworn_witch|血 誓 巫 女 
trp_bloodsworn_witch_pl|血 誓 巫 女 
trp_poss_doomguide|疯 狂 厄 运 引 者 
trp_poss_doomguide_pl|疯 狂 厄 运 引 者 
trp_azi_dahaka_cav|马 里 廷 堕 落 贵 族 
trp_azi_dahaka_cav_pl|马 里 廷 堕 落 贵 族 
trp_azi_dahaka_priestess|阿 兹 达 哈 卡 毒 蛇 祭 司 
trp_azi_dahaka_priestess_pl|阿 兹 达 哈 卡 毒 蛇 祭 司 
trp_heretic_minion|异 端 追 随 者 
trp_heretic_minion_pl|异 端 追 随 者 
trp_heretic_worshipper|异 端 崇 拜 者 
trp_heretic_worshipper_pl|异 端 崇 拜 者 
trp_heretic_magnus|异 端 巨 力 战 士 
trp_heretic_magnus_pl|异 端 巨 力 战 士 
trp_heretic_invoker|异 端 祈 求 者 
trp_heretic_invoker_pl|异 端 祈 求 者 
trp_demonic_magnus|恶 魔 巨 力 战 士 
trp_demonic_magnus_pl|恶 魔 巨 力 战 士 
trp_refugee|难 民 
trp_refugee_pl|难 民 
trp_sarleon_lady_in_waiting|烈 狮 境 贵 族 侍 女 
trp_sarleon_lady_in_waiting_pl|烈 狮 境 贵 族 侍 女 
trp_dshar_lady_in_waiting|德 夏 贵 族 侍 女 
trp_dshar_lady_in_waiting_pl|德 夏 贵 族 侍 女 
trp_ravenstern_lady_in_waiting|凛 鸦 境 贵 族 侍 女 
trp_ravenstern_lady_in_waiting_pl|凛 鸦 境 贵 族 侍 女 
trp_fierd_lady_in_waiting|菲 尔 兹 威 贵 族 侍 女 
trp_fierd_lady_in_waiting_pl|菲 尔 兹 威 贵 族 侍 女 
trp_empire_lady_in_waiting|巴 克 斯 帝 国 贵 族 侍 女 
trp_empire_lady_in_waiting_pl|巴 克 斯 帝 国 贵 族 侍 女 
trp_caravan_master|商 队 头 领 
trp_caravan_master_pl|商 队 头 领 
trp_kidnapped_girl|被 绑 架 的 女 孩 
trp_kidnapped_girl_pl|被 绑 架 的 女 孩 
trp_kidnapped_daughter|村 庄 长 老 女 儿 
trp_kidnapped_daughter_pl|村 庄 长 老 女 儿 
trp_heretic_leader|异 端 高 阶 牧 师 
trp_heretic_leader_pl|异 端 高 阶 牧 师 
trp_myst_leader|迷 雾 山 部 落 首 领 
trp_myst_leader_pl|迷 雾 山 部 落 首 领 
trp_singal_leader|辛 加 尔 维 杜 纳 
trp_singal_leader_pl|辛 加 尔 维 杜 纳 
trp_vanskerry_leader|凡 斯 凯 瑞 战 争 领 主 
trp_vanskerry_leader_pl|凡 斯 凯 瑞 战 争 领 主 
trp_snake_leader|拜 蛇 教 头 目 
trp_snake_leader_pl|拜 蛇 教 头 目 
trp_bandit_leaders_end|bandit leaders end 
trp_bandit_leaders_end_pl|bandit leaders end 
trp_heretic_lair_leader|异 端 高 阶 牧 师 
trp_heretic_lair_leader_pl|异 端 高 阶 牧 师 
trp_myst_lair_leader|迷 雾 山 掠 夺 者 首 领 
trp_myst_lair_leader_pl|迷 雾 山 掠 夺 者 首 领 
trp_singal_lair_leader|辛 加 尔 维 杜 纳 
trp_singal_lair_leader_pl|辛 加 尔 维 杜 纳 
trp_vanskerry_lair_leader|凡 斯 凯 瑞 头 目 
trp_vanskerry_lair_leader_pl|凡 斯 凯 瑞 头 目 
trp_snake_lair_leader|蛇 教 头 目 
trp_snake_lair_leader_pl|蛇 教 头 目 
trp_dragon_drake|龙 战 士 
trp_dragon_drake_pl|龙 战 士 
trp_lion_squire|狮 扈 从 
trp_lion_squire_pl|狮 扈 从 
trp_empire_mortal|帝 国 凡 卫 
trp_empire_mortal_pl|帝 国 凡 卫 
trp_dshar_dustrider|德 夏 绝 尘 者 
trp_dshar_dustrider_pl|德 夏 绝 尘 者 
trp_lady_einherjar|英 灵 女 战 士 
trp_lady_einherjar_pl|英 灵 女 战 士 
trp_griffon_retainer|狮 鹫 侍 从 
trp_griffon_retainer_pl|狮 鹫 侍 从 
trp_falcon_talon|猎 鹰 利 爪 
trp_falcon_talon_pl|猎 鹰 利 爪 
trp_raven_spear_raven|鸦 矛 佣 兵 
trp_raven_spear_raven_pl|鸦 矛 佣 兵 
trp_radiant_cross_attendant|光 辉 十 字 驱 疫 者 
trp_radiant_cross_attendant_pl|光 辉 十 字 驱 疫 者 
trp_clarion_warden|长 河 镇 哨 兵 
trp_clarion_warden_pl|长 河 镇 哨 兵 
trp_dawn_wyvern|黎 明 迅 龙 
trp_dawn_wyvern_pl|黎 明 迅 龙 
trp_ebony_hammer|乌 木 战 锤 手 
trp_ebony_hammer_pl|乌 木 战 锤 手 
trp_shadow_marinus|暗 影 步 战 兵 
trp_shadow_marinus_pl|暗 影 步 战 兵 
trp_silvermist_halberdier|银 雾 长 戟 兵 
trp_silvermist_halberdier_pl|银 雾 长 戟 兵 
trp_eventide_ghilman|黄 昏 奴 从 
trp_eventide_ghilman_pl|黄 昏 奴 从 
trp_phoenix_squire|凤 凰 雏 翼 
trp_phoenix_squire_pl|凤 凰 雏 翼 
trp_wolf_squire|幽 影 猎 手 
trp_wolf_squire_pl|幽 影 猎 手
trp_scorpion_squire|天 蝎 鳌 尾 
trp_scorpion_squire_pl|天 蝎 鳌 尾 
trp_kraken_squire|风 暴 修 女 
trp_kraken_squire_pl|风 暴 修 女 
trp_maiden_noble|精 英 女 骑 士 
trp_maiden_noble_pl|精 英 女 骑 士 
trp_unicorn_knight|独 角 兽 骑 士 
trp_unicorn_knight_pl|独 角 兽 骑 士 
trp_snowlion_noble|雪 狮 贵 族 
trp_snowlion_noble_pl|雪 狮 贵 族 
trp_snowlion_lancer|雪 狮 枪 骑 兵 
trp_snowlion_lancer_pl|雪 狮 枪 骑 兵 
trp_snowlion_footman|雪 狮 步 兵 
trp_snowlion_footman_pl|雪 狮 步 兵 
trp_snowlion_longbowman|雪 狮 长 弓 手 
trp_snowlion_longbowman_pl|雪 狮 长 弓 手 
trp_mett_spieszknecht|梅 滕 海 姆 持 枪 仆 从 
trp_mett_spieszknecht_pl|梅 滕 海 姆 持 枪 仆 从 
trp_veccavi_uncut|菲 卡 维 亚 保 留 壮 丁 
trp_veccavi_uncut_pl|菲 卡 维 亚 保 留 壮 丁 
trp_melitine_archer|马 里 廷 弓 手 
trp_melitine_archer_pl|马 里 廷 弓 手 
trp_melitine_infantry|马 里 廷 步 兵 
trp_melitine_infantry_pl|马 里 廷 步 兵 
trp_melitine_shock_infantry|马 里 廷 帝 国 卫 兵 
trp_melitine_shock_infantry_pl|马 里 廷 帝 国 卫 兵 
trp_melitine_lancer|马 里 廷 枪 骑 兵 
trp_melitine_lancer_pl|马 里 廷 枪 骑 兵 
trp_melitine_horse_archer|马 里 廷 重 装 弓 骑 兵 
trp_melitine_horse_archer_pl|马 里 廷 重 装 弓 骑 兵 
trp_melitine_cataphract|马 里 廷 甲 胄 骑 兵 
trp_melitine_cataphract_pl|马 里 廷 甲 胄 骑 兵 
trp_town_walker_1|市 民 
trp_town_walker_1_pl|市 民 
trp_town_walker_2|市 民 
trp_town_walker_2_pl|市 民 
trp_town_walker_rav_1|市 民 
trp_town_walker_rav_1_pl|市 民 
trp_town_walker_rav_2|市 民 
trp_town_walker_rav_2_pl|市 民 
trp_khergit_townsman|市 民 
trp_khergit_townsman_pl|市 民 
trp_khergit_townswoman|市 民 
trp_khergit_townswoman_pl|市 民 
trp_town_walker_fier_1|市 民 
trp_town_walker_fier_1_pl|市 民 
trp_town_walker_fier_2|女 市 民 
trp_town_walker_fier_2_pl|女 市 民 
trp_town_walker_emp_1|市 民 
trp_town_walker_emp_1_pl|市 民 
trp_town_walker_emp_2|女 市 民 
trp_town_walker_emp_2_pl|女 市 民 
trp_village_walker_1|村 民 
trp_village_walker_1_pl|村 民 
trp_village_walker_2|村 民 
trp_village_walker_2_pl|村 民 
trp_village_walker_rav_1|村 民 
trp_village_walker_rav_1_pl|村 民 
trp_village_walker_rav_2|村 民 
trp_village_walker_rav_2_pl|村 民 
trp_village_walker_dshar_1|村 民 
trp_village_walker_dshar_1_pl|村 民 
trp_village_walker_dshar_2|村 民 
trp_village_walker_dshar_2_pl|村 民 
trp_village_walker_fier_1|村 民 
trp_village_walker_fier_1_pl|村 民 
trp_village_walker_fier_2|村 民 
trp_village_walker_fier_2_pl|村 民 
trp_village_walker_emp_1|村 民 
trp_village_walker_emp_1_pl|村 民 
trp_village_walker_emp_2|村 民 
trp_village_walker_emp_2_pl|村 民 
trp_spy_walker_1|市 民 
trp_spy_walker_1_pl|市 民 
trp_spy_walker_2|市 民 
trp_spy_walker_2_pl|市 民 
trp_ramun_the_slave_trader|奴 隶 贩 子 拉 蒙 
trp_ramun_the_slave_trader_pl|奴 隶 贩 子 拉 蒙 
trp_guide|机 灵 鬼 吉 米 
trp_guide_pl|机 灵 鬼 吉 米 
trp_musician_male|吟 游 诗 人 
trp_musician_male_pl|吟 游 诗 人 
trp_musician_female|吟 游 诗 人 
trp_musician_female_pl|吟 游 诗 人 
trp_musician_male_rav|吟 游 诗 人 
trp_musician_male_rav_pl|吟 游 诗 人 
trp_musician_female_rav|吟 游 诗 人 
trp_musician_female_rav_pl|吟 游 诗 人 
trp_musician_male_dshar|吟 游 诗 人 
trp_musician_male_dshar_pl|吟 游 诗 人 
trp_musician_female_dshar|吟 游 诗 人 
trp_musician_female_dshar_pl|吟 游 诗 人 
trp_musician_male_fier|吟 游 诗 人 
trp_musician_male_fier_pl|吟 游 诗 人 
trp_musician_female_fier|吟 游 诗 人 
trp_musician_female_fier_pl|吟 游 诗 人 
trp_musician_male_emp|吟 游 诗 人 
trp_musician_male_emp_pl|吟 游 诗 人 
trp_musician_female_emp|吟 游 诗 人 
trp_musician_female_emp_pl|吟 游 诗 人 
trp_musicians_end|
trp_musicians_end_pl|
trp_xerina|谢 瑞 娜 
trp_xerina_pl|谢 瑞 娜 
trp_dranton|德 朗 顿 
trp_dranton_pl|德 朗 顿 
trp_kradus|喀 拉 杜 斯 
trp_kradus_pl|喀 拉 杜 斯 
trp_tutorial_trainer|训 练 场 教 练 
trp_tutorial_trainer_pl|训 练 场 教 练 
trp_galeas|盖 里 阿 斯 
trp_galeas_pl|盖 里 阿 斯 
trp_farmer_from_bandit_village|农 民 
trp_farmer_from_bandit_village_pl|农 民 
trp_trainer_1|教 练 
trp_trainer_1_pl|教 练 
trp_trainer_2|教 练 
trp_trainer_2_pl|教 练 
trp_trainer_3|教 练 
trp_trainer_3_pl|教 练 
trp_trainer_4|教 练 
trp_trainer_4_pl|教 练 
trp_trainer_5|教 练 
trp_trainer_5_pl|教 练 
trp_ransom_broker_1|“ 莲 花 ” 伊 瑞 斯 
trp_ransom_broker_1_pl|奴 隶 贩 子 
trp_ransom_broker_2|托 尔 凡 
trp_ransom_broker_2_pl|奴 隶 贩 子 
trp_ransom_broker_3|奥 迪 斯 
trp_ransom_broker_3_pl|奴 隶 贩 子 
trp_ransom_broker_4|瑞 斯 哈 德 
trp_ransom_broker_4_pl|奴 隶 贩 子 
trp_ransom_broker_5|克 拉 瓦 伍 德 
trp_ransom_broker_5_pl|奴 隶 贩 子 
trp_ransom_broker_6|克 丽 · 斯 威 夫 特 兹 
trp_ransom_broker_6_pl|奴 隶 贩 子 
trp_ransom_broker_7|“ 刀 锋 ” 雅 文 
trp_ransom_broker_7_pl|奴 隶 贩 子 
trp_ransom_broker_8|“ 月 影 ” 斯 夫 特 
trp_ransom_broker_8_pl|奴 隶 贩 子 
trp_ransom_broker_9|“ 胖 子 ” 博 尔 吉 
trp_ransom_broker_9_pl|奴 隶 贩 子 
trp_ransom_broker_10|哈 曼 德 
trp_ransom_broker_10_pl|奴 隶 贩 子 
trp_tavern_traveler_1|艾 瑞 克 
trp_tavern_traveler_1_pl|旅 行 者 
trp_tavern_traveler_2|艾 玛 拉 
trp_tavern_traveler_2_pl|旅 行 者 
trp_tavern_traveler_3|格 雷 丹 
trp_tavern_traveler_3_pl|旅 行 者 
trp_tavern_traveler_4|“ 诗 人 ” 哈 瓦 达 尔 
trp_tavern_traveler_4_pl|旅 行 者 
trp_tavern_traveler_5|“ 修 女 ” 莫 拉 
trp_tavern_traveler_5_pl|旅 行 者 
trp_tavern_traveler_6|“ 长 腿 ” 耶 兰 
trp_tavern_traveler_6_pl|旅 行 者 
trp_tavern_traveler_7|麦 沙 恩 · 瓦 雷 
trp_tavern_traveler_7_pl|旅 行 者 
trp_tavern_traveler_8|佩 恩 特 的 克 拉 瑞 萨 
trp_tavern_traveler_8_pl|旅 行 者 
trp_tavern_traveler_9|布 雷 的 科 勒 姆 
trp_tavern_traveler_9_pl|旅 行 者 
trp_tavern_traveler_10|“ 流 浪 者 ” 阿 斯 顿 
trp_tavern_traveler_10_pl|旅 行 者 
trp_tavern_bookseller_1|迪 基 特 的 芬 尼 斯 
trp_tavern_bookseller_1_pl|书 商 
trp_tavern_bookseller_2|兰 道 夫 修 士 
trp_tavern_bookseller_2_pl|书 商 
trp_tavern_bookseller_3|抄 写 员 沃 拉 多 
trp_tavern_bookseller_3_pl|书 商 
trp_tavern_minstrel_1|扎 曼 德 
trp_tavern_minstrel_1_pl|游 方 艺 人 
trp_tavern_minstrel_2|“ 诗 人 ” 克 里 斯 特 菲 尔 
trp_tavern_minstrel_2_pl|游 方 艺 人 
trp_tavern_minstrel_3|“ 诗 人 ” 卡 拉 丹 
trp_tavern_minstrel_3_pl|游 方 艺 人 
trp_tavern_minstrel_4|“ 诗 人 ” 斯 瓦 根 
trp_tavern_minstrel_4_pl|游 方 艺 人 
trp_tavern_minstrel_5|威 廉 
trp_tavern_minstrel_5_pl|游 方 艺 人 
trp_kingdom_heroes_including_player_begin|kingdom heroes including player begin 
trp_kingdom_heroes_including_player_begin_pl|kingdom heroes including player begin 
trp_npc_adonja|安 冬 嘉　
trp_npc_adonja_pl|安 冬 嘉　
trp_npc_leslie|莱 丝 莉　
trp_npc_leslie_pl|莱 丝 莉　
trp_npc_ansen|安 森　
trp_npc_ansen_pl|安 森　
trp_npc_riva|丽 娃　
trp_npc_riva_pl|丽 娃　
trp_npc_kassim|卡 西 姆　
trp_npc_kassim_pl|卡 西 姆　
trp_npc_lethaldiran|里 萨 迪 兰　
trp_npc_lethaldiran_pl|里 萨 迪 兰　
trp_npc_jocelyn|乔 斯 林 爵 士　
trp_npc_jocelyn_pl|乔 斯 林　
trp_npc_alistair|阿 利 斯 泰 爵 士　
trp_npc_alistair_pl|阿 利 斯 泰　
trp_npc_rayne|雷 恩 爵 士　
trp_npc_rayne_pl|雷 恩　
trp_npc_julia|朱 莉 娅　
trp_npc_julia_pl|朱 莉 娅　
trp_npc_frederick|弗 雷 德 里　
trp_npc_frederick_pl|弗 雷 德 里　
trp_npc_ediz|艾 迪 兹　
trp_npc_ediz_pl|艾 迪 兹　
trp_npc_sara|“ 狐 狸 精 ” 莎 拉　
trp_npc_sara_pl|莎 拉　
trp_npc_donavan|多 诺 万　
trp_npc_donavan_pl|多 诺 万　
trp_npc_diev|迪 耶 夫 沃 登 森　
trp_npc_diev_pl|迪 耶 夫　
trp_npc_alyssa|艾 莉 莎　
trp_npc_alyssa_pl|艾 莉 莎　
trp_npc_roland|罗 兰 爵 士　
trp_npc_roland_pl|罗 兰　
trp_npc_kaverra|卡 薇 拉　
trp_npc_kaverra_pl|卡 薇 拉　
trp_npc_sigismund|西 吉 斯 蒙 德 · 辛 克 莱　
trp_npc_sigismund_pl|西 吉 斯 蒙 德　
trp_npc_boadice|宝 黛 丝　
trp_npc_boadice_pl|宝 黛 丝　
trp_kingdom_1_lord|乌 尔 里 克 国 王　
trp_kingdom_1_lord_pl|乌 尔 里 克　
trp_kingdom_2_lord|格 雷 戈 里 四 世 国 王　
trp_kingdom_2_lord_pl|格 雷 戈 里　
trp_kingdom_3_lord|巴 哈 德 汗 卡 丹　
trp_kingdom_3_lord_pl|卡 丹　
trp_kingdom_4_lord|维 迪 斯 大 王　
trp_kingdom_4_lord_pl|维 迪 斯　
trp_kingdom_5_lord|马 略 皇 帝　
trp_kingdom_5_lord_pl|马 略　
trp_knight_1_1|阿 拉 马 公 爵　
trp_knight_1_1_pl|阿 拉 马　
trp_knight_1_2|艾 尔 夫 万 公 爵　
trp_knight_1_2_pl|艾 尔 夫 万　
trp_knight_1_3|布 伦 努 斯 公 爵　
trp_knight_1_3_pl|布 伦 努 斯　
trp_knight_1_4|艾 尔 德 弗 莱 德 男 爵　
trp_knight_1_4_pl|艾 尔 德 弗 莱 德　
