
dlga_lord_start:lord_generic_mission_completed.2|干 得 不 错 ， {playername}。 所 有 的 农 奴 都 回 来 了 ， 并 准 备 忙 着 收 割 。 你 干 的 非 常 好 ， {playername}。 拿 去 ， 这 是 你 的 报 酬 ， 祝 贺 你 。
dlga_lord_start:lord_bring_back_runaway_serfs_failed|{playername}，我 一 直 都 在 耐 心 地 等 我 的 农 奴 回 来 ， 但 是 现 在 一 个 都 没 有 回 来 。 你 想 解 释 一 下 吗 ？ 你 被 那 些 大 老 粗 给 骗 了 ？ 还 是 你 太 弱 智 了 ？ 或 者 你 根 本 就 是 和 我 的 敌 人 串 通 好 了 的 ， 想 让 我 破 产 ？
dlga_lord_bring_back_runaway_serfs_failed:lord_bring_back_runaway_serfs_failed_1a|原 谅 我 吧 ， 大 人 ，那 些 农 奴 像 鳗 鱼 一 样 狡 猾 。
dlga_lord_bring_back_runaway_serfs_failed:lord_bring_back_runaway_serfs_failed_1b|也 许 你 应 该 对 他 们 好 一 点 … …
dlga_lord_bring_back_runaway_serfs_failed_1a:lord_pretalk|嗯 ， 几 乎 没 有 理 由 会 失 败 ， {playername}。 现 在 你 解 释 一 下 吧 ， 我 还 得 雇 佣 新 人 去 耕 地 ， 不 然 我 们 都 要 挨 饿 了 。
dlga_lord_bring_back_runaway_serfs_failed_1b:close_window|啊 哈 ， 你 现 在 显 露 你 的 原 形 了 ， 叛 国 贼 ！ 你 说 的 和 做 的 都 像 极 了 ， 我 最 初 就 不 应 该 相 信 你 的 ！
dlga_lord_start:lord_runaway_serf_half_completed|你 让 我 失 望 了 ， {playername}。 我 要 你 去 追 回 的 是 3伙 农 奴 ， 是 3伙 ， 不 是 {reg17}伙 。 我 猜 回 来 的 农 奴 将 要 因 为 跑 掉 的 农 奴 而 做 双 倍 的 工 作 。 而 你 的 报 酬 方 面 ， 我 将 只 付 给 你 追 回 的 那 部 分 农 奴 而 应 该 得 到 的 报 酬 ， 当 然 不 包 括 放 跑 的 农 奴 。 给 你 ， 拿 去 吧 ， 我 们 的 这 个 交 易 算 完 结 了 。
dlga_lord_runaway_serf_half_completed:lord_pretalk|谢 谢 ， 大 人 ，你 让 那 些 乡 巴 佬 知 道 了 做 农 奴 的 本 份 。
dlga_lord_runaway_serf_half_completed:lord_pretalk.1|呸 ， 听 你 解 释 是 浪 费 我 的 时 间 。
dlga_lord_start:lord_deal_with_bandits_completed|{playername}，我 被 告 知 你 消 灭 了 掠 夺 我 的 村 庄 {s5}的 强 盗 。 你 要 知 道 为 此 我 是 多 么 感 激 你 啊 。 来 ， 让 我 付 给 你 作 相 应 的 补 偿 。 给 你 ， 我 希 望 {reg14}第 纳 尔 勉 强 足 够 了 。
dlga_lord_deal_with_bandits_completed:lord_pretalk|这 不 算 什 么 ， 大 人 。
dlga_lord_deal_with_bandits_completed:lord_pretalk.1|为 你 服 务 我 感 到 很 荣 幸 。
dlga_lord_deal_with_bandits_completed:lord_pretalk.2|真 的 是 小 意 思 。
dlga_lord_start:lord_pretalk.1|该 死 的 ， {playername}。 我 听 说 你 没 能 驱 散 在 我 的 村 庄 {s5}掠 夺 的 强 盗 。 看 你 干 的 好 事 ， 我 的 村 子 现 在 成 为 一 片 废 墟 了 。 人 们 都 说 你 是 一 个 可 靠 的 战 士 ， 但 显 然 他 们 错 了 。
dlga_lord_start:lord_deliver_cattle_to_army_thank|啊 ， {playername}。 我 的 军 需 官 告 知 我 关 于 你 赶 牛 的 情 况 ， {reg13}头 牛 ， 和 我 要 求 的 数 量 一 样 多 ， 你 给 我 留 下 了 很 深 的 印 象 。
dlga_lord_deliver_cattle_to_army_thank:lord_pretalk|这 不 算 什 么 ， 大 人 。
dlga_lord_deliver_cattle_to_army_thank:lord_pretalk.1|为 你 服 务 我 感 到 很 荣 幸 。
dlga_lord_deliver_cattle_to_army_thank:lord_pretalk.2|小 意 思 。
dlga_lord_start:lord_scout_waypoints_thank|你 的 侦 察 工 作 做 得 不 错 ， {playername}。 我 的 人 刚 才 把 你 侦 察 {s13}，{s14}和 {s15}的 情 报 交 给 我 了 ， 干 的 很 漂 亮 。
dlga_lord_scout_waypoints_thank:lord_pretalk|这 只 是 个 简 单 的 任 务 ， 大 人 。
dlga_lord_scout_waypoints_thank:lord_pretalk.1|没 有 我 做 不 到 的 。
dlga_lord_scout_waypoints_thank:lord_pretalk.2|我 很 乐 意 ， 大 人 。
dlga_lord_start:lord_mission_told_deliver_cattle_to_army|部 队 的 补 给 品 消 耗 太 快 了 ， {playername}。 我 需 要 你 给 我 弄 来 {reg3}头 牛 以 便 我 能 保 证 部 队 的 口 粮 。 我 不 关 心 你 在 哪 里 找 ， 只 要 尽 快 帮 我 弄 到 就 行 。
dlga_lord_mission_told_deliver_cattle_to_army:lord_mission_told_deliver_cattle_to_army_accepted|很 好 ， 我 可 以 帮 你 找 到 一 些 牛 。
dlga_lord_mission_told_deliver_cattle_to_army:lord_mission_told_deliver_cattle_to_army_rejected|对 不 起 ， 先 生 ， 我 有 其 他 计 划 。
dlga_lord_mission_told_deliver_cattle_to_army_accepted:close_window|非 常 好 ！ 你 知 道 该 怎 么 做 ， {playername}，现 在 就 去 做 吧 ， 越 快 越 好 。
dlga_lord_mission_told_deliver_cattle_to_army_rejected:close_window|很 … … 很 不 幸 … … {playername}。 我 得 另 外 找 人 去 干 这 个 任 务 ， 现 在 你 走 吧 ， 我 还 有 事 要 处 理 。
dlga_lord_start:lord_pretalk.2|感 谢 你 响 应 我 的 召 唤 ， {playername}。 然 而 ， 由 于 我 们 刚 刚 处 于 和 平 年 代 ， 我 们 不 需 要 你 的 效 劳 ， 去 忙 你 的 事 情 吧 。
dlga_lord_start:lord_report_to_army_asked|啊 ， 你 终 于 来 了 ， {playername}。 我 们 一 直 期 盼 着 你 的 到 来 ， 我 希 望 你 带 来 了 足 够 数 量 且 经 验 丰 富 的 士 兵 。
dlga_lord_report_to_army_asked:lord_report_to_army_completed|我 带 来 一 群 优 良 且 坚 强 的 士 兵 ， 准 备 加 入 你 的 大 军 。
dlga_lord_report_to_army_asked:lord_report_to_army_continue|我 现 在 还 没 有 足 够 的 士 兵 ， 我 需 要 多 一 些 的 时 间 。
dlga_lord_report_to_army_completed:close_window|好 极 了 ， 我 们 很 快 就 移 动 。 现 在 － － 你 是 一 个 英 明 果 断 的 勇 士 ，我 们 相 信 你 会 为 我 们 的 战 役 尽 心 尽 责 地 提 供 支 援 。 我 不 要 求 你 在 身 边 待 命 ， 并 且 如 果 你 认 为 你 的 军 队 用 在 别 处 会 发 挥 更 大 的 用 处 我 也 不 会 表 示 反 对 。 但 是 如 果 你 选 择 跟 随 着 我 ， 以 在 战 斗 中 给 我 支 援 ， 那 我 将 非 常 感 激 ， 也 许 还 有 额 外 的 任 务 要 交 给 你 完 成 。
dlga_lord_report_to_army_continue:close_window|那 你 最 好 快 点 ， 我 们 马 上 就 要 动 身 与 敌 人 作 战 了 ， 需 要 召 集 一 切 可 以 利 用 的 人 手 。
dlga_lord_start:lord_mission_told_scout_waypoints|{playername}， 我 需 要 一 个 志 愿 者 去 侦 察 一 些 地 区 。 我 们 对 一 些 地 区 的 讯 息 非 常 匮 乏 ， 我 们 进 军 之 前 需 要 一 张 比 较 清 楚 的 关 于 这 些 地 区 的 图 。 我 想 要 你 去 侦 察 {s13}， {s14}和 {s15}， 当 你 有 所 收 获 之 后 回 来 报 告 给 我 。
dlga_lord_mission_told_scout_waypoints:lord_mission_told_scout_waypoints_accepted|找 到 你 要 的 志 愿 者 了 ， 大 人 。
dlga_lord_mission_told_scout_waypoints:lord_mission_told_scout_waypoints_rejected|我 恐 怕 我 得 拒 绝 。
dlga_lord_mission_told_scout_waypoints_accepted:close_window|非 常 好 ， {reg63?小 伙 子 :小 姑 娘 }！ 只 要 到 达 {s13}， {s14}和 {s15}的 附 近 ， 并 侦 察 那 里 有 些 什 么 情 况 。 把 你 发 现 的 所 有 东 西 都 记 下 来 ， 然 后 尽 快 返 回 到 我 这 里 来 。
dlga_lord_mission_told_scout_waypoints_rejected:lord_pretalk|啊 ， 我 很 失 望 ， {playername}， 非 常 地 失 望 。 我 们 一 会 再 谈 ， 我 现 在 得 马 上 另 外 派 人 去 侦 察 。
dlga_lord_generic_mission_thank:lord_generic_mission_completed|你 给 我 了 很 大 的 帮 助 ， {playername}， 谢 谢 你 。
dlga_lord_generic_mission_completed:lord_pretalk|为 你 服 务 ， 我 感 到 很 光 荣 ， 大 人 。
dlga_lord_start:lord_pay_debt_2|我 想 你 还 欠 我 {reg1}第 纳 尔 呢 ， {playername}。 你 有 没 有 打 算 尽 快 还 清 呢 ？
dlga_lord_pay_debt_2:lord_pay_debt_3_1|我 就 是 为 这 个 来 的 ， 大 人 。 给 你 ， 我 欠 你 的 每 个 第 纳 尔 都 在 里 面 。
dlga_lord_pay_debt_2:lord_pay_debt_3_2|哎 呀 ， 我 没 有 足 够 的 现 钱 ， 大 人 ， 但 是 我 会 尽 快 还 给 你 的 。
dlga_lord_pay_debt_3_1:lord_pretalk|啊 ， 很 好 。 你 是 一 个 诚 实 守 信 的 人 ， {playername}。 我 感 到 很 满 意 ， 你 欠 我 的 钱 已 经 完 全 还 清 了 。
dlga_lord_pay_debt_3_2:lord_pretalk|可 以 ， 但 你 可 别 让 我 等 的 太 久 了 。
dlga_lord_start:lord_start.1|顺 便 说 一 下 ， 我 希 望 你 找 个 机 会 去 见 一 下 我 的 {s11}， {s14}。
dlga_lord_start:lord_start.2|顺 便 说 一 下 ， 我 相 信 如 果 你 去 拜 访 我 的 {s11}， {s14}， 她 会 很 高 兴 的 ， 她 在 寝 室 等 你 。
dlga_lord_start:lord_buy_prisoner|我 听 说 你 抓 到 了 我 们 的 敌 人 {s3}了 ， 而 且 他 此 刻 正 在 你 的 手 上 。 如 果 你 不 想 他 继 续 待 在 你 这 里 的 话 ， 我 可 以 给 你 {reg6}第 纳 尔 。 当 然 你 也 可 以 等 他 的 家 人 来 付 赎 金 ， 但 你 还 不 知 道 那 个 要 等 多 久 ， 不 是 吗 ？
dlga_lord_buy_prisoner:lord_buy_prisoner_accept|我 接 受 你 的 提 议 ， 我 将 留 下 {s3}换 取 {reg6}第 纳 尔 。
dlga_lord_buy_prisoner:lord_buy_prisoner_deny|我 恐 怕 不 能 接 受 你 的 提 议 。
dlga_lord_buy_prisoner_accept:lord_pretalk|太 好 了 ！ 这 是 你 {reg6}第 纳 尔 ， 我 马 上 派 人 把 他 带 到 我 的 监 狱 关 起 来 。
dlga_lord_buy_prisoner_deny:lord_pretalk|嗯 ， 随 你 了 ， {playername}， 但 是 你 将 很 难 再 从 我 这 里 接 到 一 个 这 么 好 的 任 务 。
dlga_lord_start:lord_talk_2|我 举 起 {s5}为 您 祝 寿 ， {playername}！ 您 招 待 的 真 不 错 ， 还 有 什 么 事 吗 ？
dlga_lord_start:lord_talk_2.1|祝 您 健 康 ， 陛 下 ， 愿 吾 王 万 岁 。 还 有 什 么 吩 咐 ？
dlga_lord_start:lord_talk_2.2|有 什 么 吩 咐 ？
dlga_lord_start:lord_talk_2.3|在 这 个 吉 祥 的 时 刻 欢 迎 你 来 到 我 的 大 厅 ， 现 在 有 什 么 事 吗 ？
dlga_lord_start:lord_talk_2.4|让 我 们 为 了 我 们 主 人 ， {s4}的 健 康 举 起 {s5}。 那 么 ， 还 有 什 么 事 吗 ？
dlga_lord_talk_2:offer_gift_quest_complete_2|我 这 有 给 {s4}做 礼 物 的 原 料 。
dlga_offer_gift_quest_complete_2:close_window|啊 ， 把 那 些 东 西 给 我 ， 这 有 希 望 改 善 你 们 俩 之 间 的 争 执 。 {reg4?她 :他 }也 许 会 理 你 ， 就 看 我 是 否 能 成 功 了 。
dlga_lord_talk_2:intrigue_quest_state_complaint|大 人 － － 我 得 悄 悄 告 诉 你 些 事 情 ， 关 于 你 手 下 某 个 封 臣 的 。
dlga_intrigue_quest_state_complaint:lord_pretalk|不 管 你 要 说 什 么 ， 等 我 们 独 处 的 时 候 我 会 问 你 的 。
dlga_intrigue_quest_state_complaint:intrigue_quest_state_complaint_plyr|是 什 么 ？ 我 很 重 视 你 的 意 见 ， 尽 管 我 希 望 你 不 是 打 算 在 我 的 封 臣 之 中 制 造 不 合 。
dlga_intrigue_quest_state_complaint_plyr:lord_intrigue_quest_complaint_stated|陛 下 － － {s4}被 你 的 封 臣 广 泛 拥 护 ， 他 变 得 {s5}， 从 而 成 为 王 国 的 隐 患 。
dlga_intrigue_quest_state_complaint_plyr:lord_pretalk|事 实 上 ， 陛 下 ， 没 事 。
dlga_lord_intrigue_quest_complaint_stated:lord_pretalk|嗯 ， 这 让 我 有 点 困 扰 。 虽 然 我 并 不 鼓 励 我 的 封 臣 们 互 相 告 发 ， 但 我 还 是 看 重 你 的 这 些 意 见 。 也 许 以 后 我 要 对 任 何 赐 予 {s4}的 封 地 和 职 务 加 以 审 慎 的 考 虑 … …
dlga_lord_intrigue_quest_complaint_stated:intrigue_quest_state_complaint_failed|你 这 是 在 挑 拨 我 封 臣 间 的 关 系 ， 不 是 吗 ？ 且 不 说 其 他 ， 难 道 你 认 为 我 会 愿 意 看 到 我 的 贵 族 们 彼 此 怒 目 相 向 ， 自 相 残 杀 ？ 现 在 让 我 来 问 问 你 － － 是 不 是 有 人 指 使 你 这 么 做 的 ？
dlga_intrigue_quest_state_complaint_failed:intrigue_quest_state_accept_blame|我 坚 持 我 所 说 的 ， 陛 下 。
dlga_intrigue_quest_state_complaint_failed:intrigue_quest_state_deflect_blame|是 的 ， 陛 下 － － {s4}指 示 我 来 告 发 {s5}！
dlga_intrigue_quest_state_accept_blame:lord_pretalk|当 然 ， 你 可 以 坚 持 你 所 说 的 ， 但 还 是 留 着 那 些 话 给 自 己 听 去 吧 ， 我 不 会 让 你 中 伤 我 忠 实 的 追 随 者 {s4}的 。
dlga_intrigue_quest_state_deflect_blame:lord_pretalk|但 我 同 样 在 考 虑 给 你 一 个 忠 告 ，{reg63?小 伙 子 :小 姑 娘 }－ － 别 人 吵 架 的 时 候 别 多 管 闲 事 。 现 在 ， 我 不 想 再 提 这 件 事 了 。
dlga_lord_talk_2:lord_denounce_1|我 要 告 诉 你 一 些 事 情 － － 我 们 受 够 了 你 {s4}的 态 度 。
dlga_lord_denounce_1:lord_denounce_2|对 不 起 ， 你 说 什 么 ？
dlga_lord_denounce_2:lord_denounce_3|我 说 了 ， 你 会 {s4}。
dlga_lord_denounce_2:lord_pretalk|没 事 ， 你 听 错 了 。
dlga_lord_denounce_3:close_window|你 为 什 么 要 编 造 这 些 谎 言 ？ 不 顾 我 们 之 间 的 友 谊 ， 像 这 样 污 辱 我 － － 被 昔 日 的 朋 友 背 上 捅 了 一 刀 ， 比 被 不 共 戴 天 的 敌 人 刀 剑 相 加 还 要 残 酷 。 我 不 知 道 你 在 玩 什 么 把 戏 ， 但 是 我 不 想 陪 你 再 玩 下 去 了 。 走 吧 ， 我 不 想 再 看 到 你 了 。
dlga_lord_denounce_3:close_window.1|嗯 ， 是 吗 ？ 你 是 那 么 认 为 的 ， 或 者 是 我 的 某 个 敌 人 让 你 这 么 胡 扯 的 ？ 没 关 系 ， 我 不 会 上 你 的 当 的 。 走 吧 ， 留 着 你 的 阴 谋 自 己 玩 去 。
dlga_lord_denounce_3:lord_denounce_4|我 不 会 让 你 在 众 人 面 前 羞 辱 我 的 ， {reg63?先 生: 女 士}。 收 回 你 的 话 ， 或 者 我 们 决 斗 场 上 见 。
dlga_lord_denounce_3:lord_denounce_4.1|是 那 样 吗 ？ 那 么 ， 听 着 － － 你 是 条 毒 蛇 ， 也 是 个 流 氓 ， 还 是 个 － － 如 果 你 不 和 我 上 决 斗 场 的 话 － － 胆 小 鬼 。 听 上 去 如 何 ？ 你 是 打 算 收 回 你 的 话 呢 ， 还 是 和 我 比 划 比 划 ？
dlga_lord_denounce_4:lord_respond_to_insult_challenge_duel_confirm|我 很 乐 意 和 你 打 上 一 架 。
dlga_lord_denounce_4:lord_denounce_retract|我 随 便 说 说 的 ， 我 收 回 我 的 话 。
dlga_lord_denounce_retract:lord_pretalk|我 想 也 是 这 样 ， 现 在 ， 滚 吧 。
dlga_lord_talk_2:lord_respond_to_insult|{s9}
dlga_lord_pretalk:party_encounter_lord_hostile_attacker_2|我 说 得 够 多 了 ， 投 降 或 者 开 战 ！
dlga_lord_pretalk:lord_talk_2|还 有 什 么 事 吗 ？
dlga_hero_pretalk:lord_talk_2|还 有 什 么 事 吗 ？
dlga_lord_talk_2:lord_quarrel_intervention_1|我 想 设 法 解 决 你 跟 {s11}的 争 吵 。
dlga_lord_talk_2:lord_recruit_1_relation|住 手 ！ 我 有 点 事 情 必 须 跟 你 私 下 谈 谈 。
dlga_lord_talk_2:lord_bandit_information|我 正 追 捕 一 群 有 以 下 特 征 的 强 盗 … … 你 看 到 过 他 们 吗 ？
dlga_lord_bandit_information:lord_pretalk|{s15}
dlga_lord_talk_2:lord_internal_politics_cur_stance|你 觉 得 该 选 谁 当 我 们 国 家 的 元 帅 ？
dlga_lord_talk_2:lord_internal_politics_cur_stance.1|你 觉 得 该 把 {s4}封 给 谁 ？
dlga_lord_talk_2:lord_husband_auto_recruit|我 需 要 你 现 在 就 宣 布 断 绝 与 {s4}的 从 属 关 系 并 转 投 {s5}， 我 的 夫 君 。
dlga_lord_husband_auto_recruit:lord_pretalk|当 我 们 远 离 城 墙 的 时 候 你 再 问 我 吧 ， 我 的 妻 子 。
dlga_lord_husband_auto_recruit:close_window|如 你 所 愿 ， 我 的 夫 君 。
dlga_lord_talk_2:lord_recruit_1_relation.1|我 有 点 问 题 想 跟 你 私 下 谈 谈 。
dlga_lord_talk_2:lord_recruit_1_relation.2|我 有 点 事 情 想 跟 你 私 下 谈 谈 。
dlga_lord_talk_2:lord_talk_2|作 弊 － － 重 置 领 主 决 定 的 根 源 和 阴 谋 的 渴 望
dlga_lord_talk_2:lord_respond_to_insult_challenge_duel|我 们 决 斗 (侮 辱 )【作 弊】
dlga_lord_respond_to_insult:lord_pretalk|哈 ！ 我 欣 赏 毒 舌 的 人 。 也 许 哪 天 我 会 用 钳 子 拔 了 它 ， 那 样 就 可 以 非 常 悠 闲 地 欣 赏 它 了 。 但 是 ， 至 少 今 天 ， 我 该 向 你 的 聪 明 和 勇 气 致 敬 。
dlga_lord_respond_to_insult:lord_pretalk.1|我 没 有 冒 犯 你 的 意 思 ， 女 士 。
dlga_lord_respond_to_insult:lord_respond_to_insult_challenge_battle|你 打 算 激 怒 我 ？ 好 吧 ， 我 会 让 你 知 道 我 没 有 义 务 去 和 女 人 ， 平 民 ， 造 反 者 ， 或 者 土 匪 决 斗 。 可 是 ， 我 有 权 命 令 我 的 手 下 逮 捕 并 且 鞭 打 你 一 顿 ， 你 希 望 他 们 那 么 做 吗 ？
dlga_lord_respond_to_insult:lord_respond_to_insult_challenge_duel|你 是 在 挑 衅 我 吗 ？ 好 吧 ， 我 会 让 你 知 道 我 没 有 义 务 去 和 女 人 ， 平 民 ， 叛 匪 ， 或 者 土 匪 决 斗 。 但 是 ， 就 你 而 言 ， 我 很 高 兴 破 个 例 。 准 备 好 被 高 手 教 训 一 顿 吗 ， {reg63?废 物 :女 孩 }？
dlga_lord_respond_to_insult:close_window|你 在 挑 衅 我 吗 ？ 好 吧 ， 我 会 让 你 知 道 我 没 有 义 务 去 和 女 人 ， 平 民 ， 叛 匪 ， 或 者 土 匪 决 斗 。 你 很 幸 运 遇 上 我 心 情 不 错 ， 因 为 我 完 全 可 以 命 令 我 的 手 下 把 你 抓 起 来 鞭 打 一 顿 。 现 在 滚 吧 — — 我 不 想 再 跟 你 废 话 。
dlga_lord_respond_to_insult_challenge_battle:lord_respond_to_insult_challenge_battle_confirm|你 让 他 们 来 试 试 。
dlga_lord_respond_to_insult_challenge_battle:close_window|不 值 得 为 此 流 血 。
dlga_lord_respond_to_insult_challenge_battle_confirm:close_window|我 受 够 你 的 无 礼 了 ， 小 伙 子 们 ， 干 掉 {reg63?他 :她 }！
dlga_lord_respond_to_insult_challenge_duel:lord_respond_to_insult_challenge_duel_confirm|我 这 就 教 训 教 训 你 。
dlga_lord_respond_to_insult_challenge_duel:close_window|不 值 得 为 此 流 血 。
dlga_lord_respond_to_insult_challenge_duel_confirm:close_window|那 随 你 便 ， 我 要 出 招 了 ！
dlga_lord_quarrel_intervention_1:lord_quarrel_intervention_2|{s14}
dlga_lord_quarrel_intervention_2:lord_quarrel_intervention_3a|呃 ， 好 吧 ， 听 起 来 是 你 在 理 。
dlga_lord_quarrel_intervention_2:lord_quarrel_intervention_3b|不 管 你 们 有 什 么 过 节 ， 我 要 你 去 摆 平 它 们 。
dlga_lord_quarrel_intervention_2:lord_quarrel_intervention_3b.1|你 能 想 办 法 消 除 你 们 之 间 的 分 歧 吗 ？
dlga_lord_quarrel_intervention_2:lord_pretalk|仔 细 想 想 ， 我 还 是 别 管 这 事 了 。
dlga_lord_quarrel_intervention_3a:lord_pretalk|我 很 高 兴 你 这 么 想 。
dlga_lord_quarrel_intervention_3b:lord_quarrel_intervention_4|为 了 我 们 的 友 谊 ， 我 听 从 你 的 意 见 ， 我 会 想 办 法 同 {s11}和 好 的 。
dlga_lord_quarrel_intervention_3b:lord_pretalk|我 不 会 跟 {s11}和 解 ， 这 是 我 的 权 利 。
dlga_lord_quarrel_intervention_4:lord_pretalk|就 当 我 们 之 间 的 争 执 从 没 发 生 过 。
dlga_lord_quarrel_intervention_4:lord_pretalk.1|我 看 你 应 该 去 跟 {s11}谈 谈 ， 看 他 是 否 也 愿 意 和 好 。
dlga_lord_internal_politics_cur_stance:lord_internal_politics_cur_stance_plyr_response|我 已 决 意 要 支 持 你 。
dlga_lord_internal_politics_cur_stance:lord_internal_politics_cur_stance_plyr_response.1|我 现 在 无 法 做 出 决 定 。
dlga_lord_internal_politics_cur_stance:lord_internal_politics_cur_stance_plyr_response.2|我 支 持 {s15}。 {s10}
dlga_lord_internal_politics_cur_stance_plyr_response:lord_internal_politics_plyr_choose_candidate|让 我 告 诉 你 我 支 持 谁 … …
dlga_lord_internal_politics_cur_stance_plyr_response:lord_internal_politics_cur_stance_plyr_response|重 设 支 持 决 定【作 弊】
dlga_lord_internal_politics_plyr_choose_candidate:lord_internal_politics_plyr_choose_candidate_select|你 支 持 谁 ？
dlga_lord_internal_politics_plyr_choose_candidate_select:lord_internal_politics_pretalk|如 果 有 幸 我 想 自 荐 。
dlga_lord_internal_politics_plyr_choose_candidate_select:lord_internal_politics_pretalk.1|我 推 举 我 的 丈 夫 ， {s4}。
dlga_lord_internal_politics_plyr_choose_candidate_select:lord_internal_politics_support_acknowledge|我 支 持 你 ， {s4}。
dlga_lord_internal_politics_plyr_choose_candidate_select:lord_internal_politics_support_same_acknowledge|我 会 支 持 你 的 选 择 ， {s4}。
dlga_lord_internal_politics_plyr_choose_candidate_select:lord_pretalk|没 事 。
dlga_lord_internal_politics_support_acknowledge:lord_pretalk|太 感 激 你 了 ， 但 是 我 不 要 这 种 荣 誉 ， 并 且 我 得 婉 拒 你 的 支 持 。
dlga_lord_internal_politics_support_acknowledge:lord_pretalk.1|我 不 信 任 你 ， 也 不 需 要 你 的 支 持 。
dlga_lord_internal_politics_support_acknowledge:lord_pretalk.2|太 感 激 你 了 。
dlga_lord_internal_politics_support_same_acknowledge:lord_pretalk|你 可 以 自 己 告 诉 他 ， 我 不 信 任 你 ， 我 也 不 会 加 入 你 参 与 的 任 何 游 戏 。
dlga_lord_internal_politics_support_same_acknowledge:lord_pretalk.1|鉴 于 你 的 和 {s4}之 间 的 关 系 ， 我 不 认 为 他 会 接 受 你 的 支 持 。
dlga_lord_internal_politics_support_same_acknowledge:lord_pretalk.2|我 会 告 诉 {s4}， 他 无 疑 会 很 感 激 你 的 支 持 。
dlga_lord_internal_politics_plyr_choose_candidate_select:lord_internal_politics_pretalk.2|我 支 持 {s4}。
dlga_lord_internal_politics_pretalk:lord_internal_politics_cur_stance_plyr_response|哈 ， 很 有 趣 。
dlga_lord_internal_politics_cur_stance_plyr_response:lord_internal_politics_plyr_request_support|你 能 考 虑 改 为 支 持 我 吗 ？
dlga_lord_internal_politics_cur_stance_plyr_response:lord_pretalk|无 论 如 何 ， 现 在 别 再 谈 政 治 了 。
dlga_lord_internal_politics_plyr_request_support:lord_pretalk|为 了 成 为 候 选 人 你 已 经 造 成 了 太 多 的 争 论 ， 我 建 议 你 在 给 自 己 谋 求 更 高 的 头 衔 之 前 先 缓 一 缓 。
dlga_lord_internal_politics_plyr_request_support:lord_pretalk.1|对 不 起 ， 我 不 打 算 和 {s4}之 间 制 造 矛 盾 。
dlga_lord_internal_politics_plyr_request_support:lord_pretalk.2|我 得 说 ， 你 已 经 得 到 与 你 的 功 绩 相 称 的 封 地 了 ， 这 是 对 你 很 好 的 奖 赏 。
dlga_lord_internal_politics_plyr_request_support:lord_pretalk.3|你 必 须 进 一 步 证 明 自 己 ， 才 有 资 格 得 到 那 个 位 置 。
dlga_lord_internal_politics_plyr_request_support:lord_pretalk.4|嗯 ， 基 于 我 们 之 间 的 关 系 ， 我 觉 得 这 要 求 很 过 分 。
dlga_lord_internal_politics_plyr_request_support:lord_pretalk.5|我 会 很 乐 意 支 持 你 。
dlga_lord_recruit_1_relation:lord_pretalk|我 对 讨 论 政 治 有 点 厌 烦 了 ， 或 许 以 后 再 说 比 较 好 。
dlga_lord_recruit_1_relation:lord_pretalk.1|{s12}
dlga_lord_recruit_1_relation:lord_recruit_pretender|你 已 经 以 {s16}的 名 义 高 举 反 叛 的 大 旗 ， 你 是 来 为 {reg3?她 :他 }辩 护 的 吗 ？
dlga_lord_recruit_pretender:lord_recruit_3_dilemma_1|是 的 。
dlga_lord_recruit_pretender:lord_recruit_1_relation|不 ， 不 是 这 件 事 ， 我 要 讨 论 的 是 另 外 一 个 问 题 。
dlga_lord_recruit_1_relation:lord_pretalk.2|{s12}
dlga_lord_recruit_1_relation:lord_recruit_2|{s12}
dlga_lord_recruit_2:lord_recruit_2_philosophy|笼 统 地 讲 ， 你 对 君 主 、 领 主 、 政 治 持 什 么 看 法 ？
dlga_lord_recruit_2:lord_spouse_leave_faction|我 的 丈 夫 ， 我 认 为 你 应 该 重 新 斟 酌 是 否 要 为 {s11}效 忠 。
dlga_lord_spouse_leave_faction:lord_spouse_leave_faction_2|{s9}作 为 君 主 一 向 待 我 不 薄 ， 但 是 我 想 听 你 说 完 ， 你 要 我 们 怎 么 做 ？
dlga_lord_spouse_leave_faction:lord_spouse_leave_faction_2.1|我 认 为 没 有 理 由 背 弃 {s9}， 但 是 我 会 留 意 你 的 建 议 ， 你 要 我 们 怎 么 做 ？
dlga_lord_spouse_leave_faction:lord_spouse_leave_faction_2.2|是 的 － － 作 为 一 名 君 主 ， {s9}实 在 让 人 失 望 ， 你 要 我 们 怎 么 做 ？
dlga_lord_spouse_leave_faction_2:lord_spouse_leave_faction_husband_king|我 的 丈 夫 ， 我 认 为 你 应 该 称 王 ！
dlga_lord_spouse_leave_faction_2:lord_spouse_leave_faction_proclaim_queen|我 理 应 是 潘 德 的 女 王 。
dlga_lord_spouse_leave_faction_2:lord_pretalk|没 事 。
dlga_lord_spouse_leave_faction_husband_king:lord_pretalk|也 许 会 有 那 么 一 天 的 ， 我 的 妻 子 － － 但 在 我 称 王 之 前 ， 我 们 之 中 一 人 应 该 据 有 一 座 城 堡 ， 作 为 我 们 宫 廷 的 所 在 地 ， 然 后 我 们 再 公 开 称 王 封 后 。
dlga_lord_spouse_leave_faction_proclaim_queen:lord_pretalk|我 不 反 对 你 的 说 法 ， 夫 人 ， 但 我 们 之 中 一 人 应 该 据 有 一 座 城 堡 ， 作 为 我 们 宫 廷 的 所 在 地 ， 然 后 我 们 再 公 开 称 王 封 后 。
